date,home_team,away_team,home_prob,bet_on,bet_odds,home_won,bet_won,return,month
2024-11-24,PHI,LAC,0.27167361974716187,LAC,-520.0,False,True,0.1923076923076923,2024-11
2024-11-24,MIA,DAL,0.7545830607414246,MIA,-250.0,True,True,0.3999999999999999,2024-11
2024-11-24,IND,WAS,0.8848428726196289,IND,-600.0,True,True,0.16666666666666674,2024-11
2024-11-25,CHA,ORL,0.27740252017974854,ORL,-145.0,False,True,0.6896551724137931,2024-11
2024-11-25,DET,TOR,0.8103308081626892,DET,-360.0,True,True,0.2777777777777777,2024-11
2024-11-25,IND,NOP,0.8076273202896118,IND,-1150.0,True,True,0.08695652173913038,2024-11
2024-11-25,ATL,DAL,0.7461137771606445,ATL,-142.0,False,False,-1.0,2024-11
2024-11-25,BOS,LAC,0.5983909964561462,BOS,-520.0,True,True,0.1923076923076923,2024-11
2024-11-25,MEM,POR,0.717369019985199,MEM,-550.0,True,True,0.18181818181818188,2024-11
2024-11-25,DEN,NYK,0.7157987952232361,DEN,-175.0,False,False,-1.0,2024-11
2024-11-25,GSW,BKN,0.7850677967071533,GSW,-900.0,False,False,-1.0,2024-11
2024-11-25,SAC,OKC,0.3894939124584198,OKC,-166.0,False,True,0.6024096385542168,2024-11
2024-11-26,WAS,CHI,0.16456574201583862,CHI,-210.0,False,True,0.4761904761904763,2024-11
2024-11-26,UTA,SAS,0.3437340557575226,SAS,-130.0,False,True,0.7692307692307692,2024-11
2024-11-26,MIN,HOU,0.6840009093284607,MIN,-155.0,False,False,-1.0,2024-11
2024-11-26,MIA,MIL,0.4390844702720642,MIL,185.0,False,True,1.85,2024-11
2024-11-26,PHX,LAL,0.4289149045944214,LAL,114.0,True,False,-1.0,2024-11
2024-11-27,NOP,TOR,0.3562328815460205,TOR,100.0,False,True,1.0,2024-11
2024-11-27,MIN,SAC,0.618552565574646,MIN,-155.0,False,False,-1.0,2024-11
2024-11-27,UTA,DEN,0.20676520466804504,DEN,-575.0,False,True,0.17391304347826075,2024-11
2024-11-27,MEM,DET,0.6774221658706665,MEM,-310.0,True,True,0.32258064516129026,2024-11
2024-11-27,GSW,OKC,0.5174641013145447,GSW,150.0,False,False,-1.0,2024-11
2024-11-27,SAS,LAL,0.5911974310874939,SAS,110.0,False,False,-1.0,2024-11
2024-11-27,PHX,BKN,0.5554070472717285,PHX,-410.0,False,False,-1.0,2024-11
2024-11-27,CLE,ATL,0.7276705503463745,CLE,-1450.0,False,False,-1.0,2024-11
2024-11-27,PHI,HOU,0.32203081250190735,HOU,-280.0,False,True,0.3571428571428572,2024-11
2024-11-27,ORL,CHI,0.5433106422424316,ORL,-950.0,True,True,0.10526315789473673,2024-11
2024-11-27,DAL,NYK,0.18729959428310394,NYK,-175.0,True,False,-1.0,2024-11
2024-11-27,CHA,MIA,0.29119762778282166,MIA,-166.0,False,True,0.6024096385542168,2024-11
2024-11-27,WAS,LAC,0.20244304835796356,LAC,-1050.0,False,True,0.09523809523809534,2024-11
